id,hasEnsData,name,type,length
ENSRNOG00000055297,False,,,
ENSRNOG00000055298,True,Vom2r80,protein_coding,28121
ENSRNOG00000055300,True,Ncapd2,protein_coding,23205
ENSRNOG00000055302,False,,,
ENSRNOG00000055305,True,Parvb,protein_coding,85505
ENSRNOG00000055307,False,,,
ENSRNOG00000055309,True,Drg2,protein_coding,14462
ENSRNOG00000055311,True,LOC120095751,snRNA,163
ENSRNOG00000055314,True,Msrb1,protein_coding,5726
ENSRNOG00000055317,False,,,
ENSRNOG00000055319,False,,,
ENSRNOG00000055330,False,,,
ENSRNOG00000055331,True,Ints10,protein_coding,51528
ENSRNOG00000055340,True,Ski,protein_coding,68640
ENSRNOG00000055344,True,Trnau1ap,protein_coding,16516
ENSRNOG00000055364,False,,,
ENSRNOG00000055365,True,Edem1,protein_coding,32016
ENSRNOG00000055371,True,Sptbn4,protein_coding,86477
ENSRNOG00000055382,True,Hcn1,protein_coding,404003
ENSRNOG00000055383,True,AABR07067762.1,protein_coding,1141
ENSRNOG00000055391,True,Eif4ebp2,protein_coding,17278
ENSRNOG00000055393,False,,,
ENSRNOG00000055401,True,Kcnc1,protein_coding,41791
ENSRNOG00000055408,True,Gcat,protein_coding,6382
ENSRNOG00000055426,False,,,
ENSRNOG00000055433,True,Trim46,protein_coding,12645
ENSRNOG00000055439,True,Cln5,protein_coding,2286
ENSRNOG00000055446,True,Amfr,protein_coding,36148
ENSRNOG00000055451,False,,,
ENSRNOG00000055455,False,,,
ENSRNOG00000055466,True,Derl2,protein_coding,11875
ENSRNOG00000055471,True,Ywhah,protein_coding,9408
ENSRNOG00000055476,False,,,
ENSRNOG00000055486,False,,,
ENSRNOG00000055488,False,,,
ENSRNOG00000055496,True,Zfp599,protein_coding,15079
ENSRNOG00000055499,True,Grid1,protein_coding,746883
ENSRNOG00000055506,True,Mageb10,protein_coding,988
ENSRNOG00000055512,False,,,
ENSRNOG00000055519,True,Zfp84,protein_coding,10558
ENSRNOG00000055524,True,Trip10,protein_coding,14128
ENSRNOG00000055525,True,Kmt2b,protein_coding,19573
ENSRNOG00000055527,True,Arap3,protein_coding,26019
ENSRNOG00000055530,True,Panx2,protein_coding,13067
ENSRNOG00000055531,True,Saa4,protein_coding,73421
ENSRNOG00000055537,False,,,
ENSRNOG00000055545,True,LOC102546862,protein_coding,6463
ENSRNOG00000055547,True,Prkn,protein_coding,1191999
ENSRNOG00000055562,True,Dkc1,protein_coding,16554
ENSRNOG00000055564,True,C3h11orf96,protein_coding,1394
ENSRNOG00000055567,True,Fmnl2,protein_coding,276180
ENSRNOG00000055568,True,,protein_coding,1396
ENSRNOG00000055572,True,Idh3g,protein_coding,8924
ENSRNOG00000055573,True,AC119007.5,lncRNA,6023
ENSRNOG00000055579,True,Tmbim6,protein_coding,16317
ENSRNOG00000055580,False,,,
ENSRNOG00000055583,True,Ttyh3,protein_coding,28414
ENSRNOG00000055597,True,Hdac7,protein_coding,38152
ENSRNOG00000055608,True,Zfp94l1,protein_coding,15204
ENSRNOG00000055620,False,,,
ENSRNOG00000055624,False,,,
ENSRNOG00000055631,True,Zfp280d,protein_coding,87830
ENSRNOG00000055634,False,,,
ENSRNOG00000055641,True,Dnase1l1,protein_coding,8576
ENSRNOG00000055647,True,Rbfa,protein_coding,9655
ENSRNOG00000055648,True,Haus7,protein_coding,25598
ENSRNOG00000055650,True,Pou2f2,protein_coding,38520
ENSRNOG00000055661,True,Ipo11-ps1,protein_coding,3186
ENSRNOG00000055666,False,,,
ENSRNOG00000055673,True,Gpr52,protein_coding,6053
ENSRNOG00000055680,True,Vsig10l2,protein_coding,9191
ENSRNOG00000055683,True,Cct7-ps1,processed_pseudogene,1055
ENSRNOG00000055687,False,,,
ENSRNOG00000055697,False,,,
ENSRNOG00000055705,False,,,
ENSRNOG00000055715,False,,,
ENSRNOG00000055716,True,Oscar,protein_coding,6348
ENSRNOG00000055721,True,Rnf128,protein_coding,114592
ENSRNOG00000055729,False,,,
ENSRNOG00000055738,False,,,
ENSRNOG00000055743,True,LOC120095489,snoRNA,214
ENSRNOG00000055745,False,,,
ENSRNOG00000055749,True,Metazoa_SRP,misc_RNA,312
ENSRNOG00000055751,True,P3h2,protein_coding,141154
ENSRNOG00000055756,True,Bcap31,protein_coding,30930
ENSRNOG00000055758,False,,,
ENSRNOG00000055760,True,Eif3i-ps1,processed_pseudogene,215
ENSRNOG00000055761,True,Zfp574,protein_coding,15168
ENSRNOG00000055765,False,,,
ENSRNOG00000055766,False,,,
ENSRNOG00000055769,True,Galk1l1,protein_coding,21200
ENSRNOG00000055777,True,Rpl36,protein_coding,363
ENSRNOG00000055779,True,Tdrd7,protein_coding,73866
ENSRNOG00000055782,False,,,
ENSRNOG00000055789,False,,,
ENSRNOG00000055790,True,Nup210l,protein_coding,117344
ENSRNOG00000055804,False,,,
ENSRNOG00000055809,False,,,
ENSRNOG00000055811,False,,,
ENSRNOG00000055814,False,,,
ENSRNOG00000055825,True,Metazoa_SRP,misc_RNA,279
ENSRNOG00000055838,False,,,
ENSRNOG00000055846,True,AABR07013065.1,protein_coding,28260
ENSRNOG00000055849,True,Lpcat2b,protein_coding,60496
ENSRNOG00000055850,False,,,
ENSRNOG00000055853,False,,,
ENSRNOG00000055858,True,Myb,protein_coding,33296
ENSRNOG00000055860,True,Arl8b,protein_coding,44009
ENSRNOG00000055867,False,,,
ENSRNOG00000055872,False,,,
ENSRNOG00000055889,False,,,
ENSRNOG00000055892,False,,,
ENSRNOG00000055911,True,LOC100361259,protein_coding,632
ENSRNOG00000055915,True,Ago1,protein_coding,51435
ENSRNOG00000055917,True,Trim27,protein_coding,12358
ENSRNOG00000055922,False,,,
ENSRNOG00000055925,True,Zc3h7b,protein_coding,48234
ENSRNOG00000055934,True,Dmkn,protein_coding,15818
ENSRNOG00000055936,True,Trnp1,protein_coding,7178
ENSRNOG00000055939,True,Zcchc18,protein_coding,3323
ENSRNOG00000055942,True,Rpl6-ps6,protein_coding,854
ENSRNOG00000055947,False,,,
ENSRNOG00000055950,True,Vom1r102,protein_coding,10569
ENSRNOG00000055956,False,,,
ENSRNOG00000055958,False,,,
ENSRNOG00000055962,True,Bgn,protein_coding,12188
ENSRNOG00000055972,True,AC128394.1,pseudogene,1282
ENSRNOG00000055981,False,,,
ENSRNOG00000055984,True,Adrm1,protein_coding,4899
ENSRNOG00000055992,False,,,
ENSRNOG00000056009,True,Rab11fip5,protein_coding,37433
ENSRNOG00000056010,False,,,
ENSRNOG00000056011,True,Prps1l3,protein_coding,11155
ENSRNOG00000056012,True,Syt16,protein_coding,250647
ENSRNOG00000056013,False,,,
ENSRNOG00000056017,True,Bcl7a,protein_coding,19955
ENSRNOG00000056023,False,,,
ENSRNOG00000056024,True,Bnip2,protein_coding,35145
ENSRNOG00000056028,False,,,
ENSRNOG00000056033,False,,,
ENSRNOG00000056036,True,Zfp51,protein_coding,44172
ENSRNOG00000056038,True,Ehbp1l1,protein_coding,20152
ENSRNOG00000056040,False,,,
ENSRNOG00000056041,True,Ipo8,protein_coding,63941
ENSRNOG00000056050,False,,,
ENSRNOG00000056052,True,AABR07060980.1,protein_coding,684
ENSRNOG00000056060,False,,,
ENSRNOG00000056062,True,Zfp790l2,protein_coding,11014
ENSRNOG00000056069,True,Kif11,protein_coding,52450
ENSRNOG00000056076,False,,,
ENSRNOG00000056087,True,Erich2,protein_coding,36191
ENSRNOG00000056092,True,Hephl1,protein_coding,66735
ENSRNOG00000056095,False,,,
ENSRNOG00000056098,True,Tfpt,protein_coding,29330
ENSRNOG00000056106,True,Dip2b,protein_coding,174525
ENSRNOG00000056108,False,,,
ENSRNOG00000056118,True,Cic,protein_coding,26612
ENSRNOG00000056126,False,,,
ENSRNOG00000056128,True,AABR07064719.2,protein_coding,44185
ENSRNOG00000056129,False,,,
ENSRNOG00000056135,True,Tsc22d3,protein_coding,58936
ENSRNOG00000056141,True,Matn3,protein_coding,19627
ENSRNOG00000056148,True,Nudcd3,protein_coding,82634
ENSRNOG00000056149,False,,,
ENSRNOG00000056150,False,,,
ENSRNOG00000056151,True,AABR07007642.1,protein_coding,244236
ENSRNOG00000056153,True,Tent5b,protein_coding,10711
ENSRNOG00000056154,False,,,
ENSRNOG00000056156,True,Maco1,protein_coding,62134
ENSRNOG00000056162,True,Mrfap1,protein_coding,35278
ENSRNOG00000056174,True,Pdzd4,protein_coding,30436
ENSRNOG00000056177,True,Ccdc144b,protein_coding,61767
ENSRNOG00000056184,True,Lrp2,protein_coding,157400
ENSRNOG00000056187,False,,,
ENSRNOG00000056188,False,,,
ENSRNOG00000056189,False,,,
ENSRNOG00000056193,False,,,
ENSRNOG00000056195,False,,,
ENSRNOG00000056207,True,Capza2,protein_coding,36057
ENSRNOG00000056212,False,,,
ENSRNOG00000056216,True,Casp7,protein_coding,39557
ENSRNOG00000056219,True,Olr1,protein_coding,22084
ENSRNOG00000056221,False,,,
ENSRNOG00000056223,True,Tfb1m,protein_coding,42543
ENSRNOG00000056226,True,Cenpq,protein_coding,15741
ENSRNOG00000056228,True,Atp10a,protein_coding,173655
ENSRNOG00000056243,True,ST7,protein_coding,247504
ENSRNOG00000056246,True,Gls,protein_coding,72119
ENSRNOG00000056247,False,,,
ENSRNOG00000056248,True,Marf1,protein_coding,44677
ENSRNOG00000056256,False,,,
ENSRNOG00000056257,True,Cacng7,protein_coding,30651
ENSRNOG00000056259,True,AC109427.1,protein_coding,236
ENSRNOG00000056265,False,,,
ENSRNOG00000056278,False,,,
ENSRNOG00000056279,True,AC115369.1,lncRNA,3940
ENSRNOG00000056281,False,,,
ENSRNOG00000056297,True,Fmnl3,protein_coding,51351
ENSRNOG00000056298,True,AABR07044959.1,pseudogene,562
ENSRNOG00000056308,False,,,
ENSRNOG00000056309,False,,,
ENSRNOG00000056325,True,Mocs2,protein_coding,11736
ENSRNOG00000056328,True,AABR07017227.1,lncRNA,4373
ENSRNOG00000056331,False,,,
ENSRNOG00000056332,True,Miga1,protein_coding,53091
ENSRNOG00000056336,False,,,
ENSRNOG00000056337,True,Crtc2,protein_coding,10119
ENSRNOG00000056338,False,,,
ENSRNOG00000056343,True,Lats2,protein_coding,52128
ENSRNOG00000056344,False,,,
ENSRNOG00000056359,False,,,
ENSRNOG00000056362,True,Ttll13,protein_coding,20917
ENSRNOG00000056371,True,Pik3ca,protein_coding,74048
ENSRNOG00000056374,True,Zfp933,protein_coding,18122
ENSRNOG00000056376,True,Dusp22,protein_coding,50340
ENSRNOG00000056398,True,LOC100359876,protein_coding,1001
ENSRNOG00000056407,True,Cfap73,protein_coding,7119
ENSRNOG00000056410,False,,,
ENSRNOG00000056411,False,,,
ENSRNOG00000056413,True,Spata31d3,protein_coding,6181
ENSRNOG00000056418,False,,,
ENSRNOG00000056421,False,,,
ENSRNOG00000056428,False,,,
ENSRNOG00000056435,True,Cmc4,protein_coding,6933
ENSRNOG00000056436,False,,,
ENSRNOG00000056438,False,,,
ENSRNOG00000056446,True,Endou,protein_coding,21734
ENSRNOG00000056457,True,Gpd1,protein_coding,7391
ENSRNOG00000056458,True,Cep290,protein_coding,89193
ENSRNOG00000056462,True,Tmf1,protein_coding,22515
ENSRNOG00000056476,True,Slc22a13,protein_coding,31268
ENSRNOG00000056478,False,,,
ENSRNOG00000056485,False,,,
ENSRNOG00000056486,False,,,
ENSRNOG00000056487,True,Oxr1,protein_coding,436880
ENSRNOG00000056490,False,,,
ENSRNOG00000056493,True,Mybpc1,protein_coding,85607
ENSRNOG00000056503,False,,,
ENSRNOG00000056507,False,,,
ENSRNOG00000056516,False,,,
ENSRNOG00000056524,True,Abcd1,protein_coding,21537
ENSRNOG00000056526,True,Agfg1-ps1,protein_coding,1714
ENSRNOG00000056532,True,AC126292.3,protein_coding,347
ENSRNOG00000056545,True,LOC102552324,protein_coding,11481
ENSRNOG00000056550,True,Epb41l4b,protein_coding,157659
ENSRNOG00000056558,True,Gabra3,protein_coding,239952
ENSRNOG00000056559,False,,,
ENSRNOG00000056562,True,Olfml1,protein_coding,24295
ENSRNOG00000056565,True,AABR07059002.1,lncRNA,6899
ENSRNOG00000056571,False,,,
ENSRNOG00000056575,False,,,
ENSRNOG00000056585,True,Fscn1,protein_coding,13163
ENSRNOG00000056596,True,Alas1,protein_coding,13403
ENSRNOG00000056599,True,Snora53,snoRNA,245
ENSRNOG00000056610,True,Cog5,protein_coding,286527
ENSRNOG00000056612,True,Unc13c,protein_coding,425324
ENSRNOG00000056617,True,Zswim8,protein_coding,15707
ENSRNOG00000056620,False,,,
ENSRNOG00000056622,False,,,
ENSRNOG00000056624,False,,,
ENSRNOG00000056631,False,,,
ENSRNOG00000056637,True,Abhd16a,protein_coding,14836
ENSRNOG00000056642,False,,,
ENSRNOG00000056643,True,Cdh8,protein_coding,401495
ENSRNOG00000056647,True,Ascc1,protein_coding,89989
ENSRNOG00000056651,True,C1h19orf33,protein_coding,833
ENSRNOG00000056654,True,Dnaaf4,protein_coding,13189
ENSRNOG00000056656,False,,,
ENSRNOG00000056658,True,Xylt1,protein_coding,282858
ENSRNOG00000056659,True,Mecp2,protein_coding,54759
ENSRNOG00000056678,True,Nckap5l,protein_coding,36489
ENSRNOG00000056694,False,,,
ENSRNOG00000056697,True,Kcnab1,protein_coding,466493
ENSRNOG00000056701,True,Gtf2a2,protein_coding,13141
ENSRNOG00000056703,True,Atrx,protein_coding,146349
ENSRNOG00000056708,True,Nkapl,protein_coding,1517
ENSRNOG00000056714,True,Sla,protein_coding,49280
ENSRNOG00000056716,True,Zbtb20,protein_coding,437330
ENSRNOG00000056717,False,,,
ENSRNOG00000056721,True,Fancm,protein_coding,52935
ENSRNOG00000056728,True,G6pd,protein_coding,19703
ENSRNOG00000056731,False,,,
ENSRNOG00000056735,True,Zc4h2,protein_coding,20776
ENSRNOG00000056746,True,Tchh,protein_coding,1376
ENSRNOG00000056747,False,,,
ENSRNOG00000056748,False,,,
ENSRNOG00000056753,True,Hectd2,protein_coding,67782
ENSRNOG00000056755,False,,,
ENSRNOG00000056756,True,Actn1,protein_coding,94695
ENSRNOG00000056765,True,Rpl10,protein_coding,2309
ENSRNOG00000056767,True,Ankrd36,protein_coding,64775
ENSRNOG00000056768,True,Ap5z1,protein_coding,14677
ENSRNOG00000056772,True,Col4a6,protein_coding,350543
ENSRNOG00000056778,False,,,
ENSRNOG00000056786,True,Piezo1,protein_coding,61919
ENSRNOG00000056793,True,Hsf5,protein_coding,43108
ENSRNOG00000056810,False,,,
ENSRNOG00000056817,True,Muc6,protein_coding,38035
ENSRNOG00000056819,True,Susd1,protein_coding,118518
ENSRNOG00000056826,True,Arap2,protein_coding,198394
ENSRNOG00000056832,False,,,
ENSRNOG00000056836,True,Cav1,protein_coding,38787
ENSRNOG00000056837,True,Abr,protein_coding,198989
ENSRNOG00000056849,False,,,
ENSRNOG00000056853,True,Psma7,protein_coding,6409
ENSRNOG00000056869,False,,,
ENSRNOG00000056870,True,Gdi1,protein_coding,6828
ENSRNOG00000056878,True,AABR07055492.1,protein_coding,1236
ENSRNOG00000056889,True,Vps33a,protein_coding,26743
ENSRNOG00000056894,True,St6galnac3,protein_coding,515370
ENSRNOG00000056897,True,Rgl4,protein_coding,2409
ENSRNOG00000056904,True,Gtf3c2,protein_coding,23222
ENSRNOG00000056907,True,Nipbl,protein_coding,166454
ENSRNOG00000056916,False,,,
ENSRNOG00000056936,False,,,
ENSRNOG00000056940,True,Cited2,protein_coding,2737
ENSRNOG00000056941,False,,,
ENSRNOG00000056944,True,Arhgap24,protein_coding,383192
ENSRNOG00000056945,False,,,
ENSRNOG00000056946,True,Scaf1,protein_coding,10581
ENSRNOG00000056947,True,Ddx60l1,protein_coding,110326
ENSRNOG00000056954,True,Inpp5k,protein_coding,20876
ENSRNOG00000056955,True,Bicdl1,protein_coding,89246
ENSRNOG00000056956,True,Thap1,protein_coding,5712
ENSRNOG00000056962,True,Nat8b,protein_coding,4120
ENSRNOG00000056964,True,LOC102549158,processed_pseudogene,914
ENSRNOG00000056970,False,,,
ENSRNOG00000056972,False,,,
ENSRNOG00000056983,True,Trex2,protein_coding,1615
ENSRNOG00000056984,True,Baz2b,protein_coding,207434
ENSRNOG00000056992,False,,,
ENSRNOG00000056996,True,Cfap65,protein_coding,34917
ENSRNOG00000057006,False,,,
ENSRNOG00000057008,False,,,
ENSRNOG00000057009,False,,,
ENSRNOG00000057022,False,,,
ENSRNOG00000057028,False,,,
ENSRNOG00000057034,False,,,
ENSRNOG00000057038,False,,,
ENSRNOG00000057039,False,,,
ENSRNOG00000057040,True,Spns2,protein_coding,39060
ENSRNOG00000057041,False,,,
ENSRNOG00000057042,True,Pcca,protein_coding,340284
ENSRNOG00000057044,True,Garnl3,protein_coding,142118
ENSRNOG00000057045,False,,,
ENSRNOG00000057050,True,Vom2r13,protein_coding,157036
ENSRNOG00000057054,False,,,
ENSRNOG00000057056,True,Rab5al1,protein_coding,28404
ENSRNOG00000057058,True,Cd300a,protein_coding,12873
ENSRNOG00000057059,False,,,
ENSRNOG00000057060,False,,,
ENSRNOG00000057064,False,,,
ENSRNOG00000057069,False,,,
ENSRNOG00000057072,True,Slc12a3,protein_coding,37698
ENSRNOG00000057077,True,LOC120095481,snRNA,190
ENSRNOG00000057078,True,Ddit4,protein_coding,2107
ENSRNOG00000057085,False,,,
ENSRNOG00000057086,False,,,
ENSRNOG00000057092,True,Slfn4,protein_coding,23506
ENSRNOG00000057096,True,Gnai1,protein_coding,82416
ENSRNOG00000057097,False,,,
ENSRNOG00000057099,False,,,
ENSRNOG00000057102,True,Pafah1b2,protein_coding,18769
ENSRNOG00000057110,False,,,
ENSRNOG00000057116,True,Pex19,protein_coding,16296
ENSRNOG00000057117,False,,,
ENSRNOG00000057125,True,Ddr1,protein_coding,20148
ENSRNOG00000057126,False,,,
ENSRNOG00000057137,False,,,
ENSRNOG00000057147,True,Praf2,protein_coding,2489
ENSRNOG00000057152,False,,,
ENSRNOG00000057153,True,Pla1a,protein_coding,37286
ENSRNOG00000057159,True,Rsl1,protein_coding,44066
ENSRNOG00000057161,False,,,
ENSRNOG00000057162,True,Smokwl3,protein_coding,18798
ENSRNOG00000057173,True,Lipn,protein_coding,18512
ENSRNOG00000057174,False,,,
ENSRNOG00000057186,True,Kctd5,protein_coding,25995
ENSRNOG00000057189,False,,,
ENSRNOG00000057194,True,Tars2,protein_coding,17087
ENSRNOG00000057197,False,,,
ENSRNOG00000057198,False,,,
ENSRNOG00000057201,False,,,
ENSRNOG00000057207,False,,,
ENSRNOG00000057214,False,,,
ENSRNOG00000057220,False,,,
ENSRNOG00000057221,True,Scn3b,protein_coding,22413
ENSRNOG00000057227,False,,,
ENSRNOG00000057228,False,,,
ENSRNOG00000057231,True,Ddx3y,protein_coding,19397
ENSRNOG00000057235,False,,,
ENSRNOG00000057241,False,,,
ENSRNOG00000057243,False,,,
ENSRNOG00000057245,True,Rbbp8nl,protein_coding,15044
ENSRNOG00000057250,False,,,
ENSRNOG00000057256,True,Slc19a3,protein_coding,22313
ENSRNOG00000057279,False,,,
ENSRNOG00000057284,True,Cenpb,protein_coding,11924
ENSRNOG00000057286,False,,,
ENSRNOG00000057290,True,Tmem168,protein_coding,28152
ENSRNOG00000057291,True,AABR07019088.1,lncRNA,30947
ENSRNOG00000057296,False,,,
ENSRNOG00000057297,False,,,
ENSRNOG00000057315,True,Kcnh3,protein_coding,17844
ENSRNOG00000057321,False,,,
ENSRNOG00000057322,True,Efna3,protein_coding,8972
ENSRNOG00000057332,True,,lncRNA,17698
ENSRNOG00000057335,True,Clec1b,protein_coding,8281
ENSRNOG00000057340,False,,,
ENSRNOG00000057341,False,,,
ENSRNOG00000057347,True,Cebpb,protein_coding,2421
ENSRNOG00000057352,False,,,
ENSRNOG00000057367,True,Glud1,protein_coding,33645
ENSRNOG00000057369,False,,,
ENSRNOG00000057372,False,,,
ENSRNOG00000057378,True,Clec16a,protein_coding,195548
ENSRNOG00000057381,False,,,
ENSRNOG00000057384,True,Nfatc2ip,protein_coding,16704
ENSRNOG00000057389,False,,,
ENSRNOG00000057391,False,,,
ENSRNOG00000057392,True,AABR07042859.1,processed_pseudogene,1112
ENSRNOG00000057396,False,,,
ENSRNOG00000057416,True,Zfp763,protein_coding,18271
ENSRNOG00000057430,False,,,
ENSRNOG00000057434,False,,,
ENSRNOG00000057443,True,Nos2,protein_coding,35902
ENSRNOG00000057447,True,Kri1,protein_coding,14375
ENSRNOG00000057451,True,Itga5,protein_coding,23869
ENSRNOG00000057458,True,Oip5,protein_coding,9490
ENSRNOG00000057463,False,,,
ENSRNOG00000057464,True,Fmr1,protein_coding,37749
ENSRNOG00000057470,True,Pla2g12a,protein_coding,16227
ENSRNOG00000057476,True,Wbp4-ps1,pseudogene,1125
ENSRNOG00000057481,False,,,
ENSRNOG00000057496,False,,,
ENSRNOG00000057498,False,,,
ENSRNOG00000057499,True,AABR07068587.1,pseudogene,362
ENSRNOG00000057501,True,Fam81a,protein_coding,58261
ENSRNOG00000057515,False,,,
ENSRNOG00000057517,True,AABR07039446.1,lncRNA,2366
ENSRNOG00000057522,False,,,
ENSRNOG00000057527,True,RNase_MRP,ribozyme,271
ENSRNOG00000057532,False,,,
ENSRNOG00000057542,True,Zfp488,protein_coding,10628
ENSRNOG00000057556,True,Pdzrn3,protein_coding,226223
ENSRNOG00000057557,True,Prlr,protein_coding,190130
ENSRNOG00000057561,False,,,
ENSRNOG00000057563,False,,,
ENSRNOG00000057569,True,Ahnak,protein_coding,88653
ENSRNOG00000057589,True,Rnf11,protein_coding,22305
ENSRNOG00000057616,True,Ptch2,protein_coding,20093
ENSRNOG00000057619,True,Hic1,protein_coding,7947
ENSRNOG00000057620,True,Slc6a8,protein_coding,9304
ENSRNOG00000057622,True,Rbm41,protein_coding,51796
ENSRNOG00000057623,True,Copb1,protein_coding,34081
ENSRNOG00000057626,True,Pgd,protein_coding,181507
ENSRNOG00000057628,True,Slc5a6,protein_coding,11270
ENSRNOG00000057633,False,,,
ENSRNOG00000057638,False,,,
ENSRNOG00000057641,False,,,
ENSRNOG00000057645,True,Micb,protein_coding,17048
ENSRNOG00000057649,False,,,
ENSRNOG00000057658,False,,,
ENSRNOG00000057662,False,,,
ENSRNOG00000057666,False,,,
ENSRNOG00000057676,True,Polr2m,protein_coding,111506
ENSRNOG00000057689,False,,,
ENSRNOG00000057690,False,,,
ENSRNOG00000057696,False,,,
ENSRNOG00000057700,False,,,
ENSRNOG00000057701,True,Myom1,protein_coding,123401
ENSRNOG00000057703,True,Cabp7,protein_coding,10413
ENSRNOG00000057706,True,Kdm5c,protein_coding,36389
ENSRNOG00000057710,False,,,
ENSRNOG00000057711,True,Cmtm1,protein_coding,9540
ENSRNOG00000057713,True,Cav2,protein_coding,7532
ENSRNOG00000057729,True,Strip2,protein_coding,42236
ENSRNOG00000057731,False,,,
ENSRNOG00000057734,False,,,
ENSRNOG00000057738,False,,,
ENSRNOG00000057740,True,Ccdc148,protein_coding,275099
ENSRNOG00000057744,False,,,
ENSRNOG00000057751,True,Gdf2,protein_coding,5999
ENSRNOG00000057754,True,Tcf12,protein_coding,306634
ENSRNOG00000057755,True,Ndst2,protein_coding,10443
ENSRNOG00000057756,True,Osbpl2,protein_coding,45387
ENSRNOG00000057758,False,,,
ENSRNOG00000057759,True,AABR07027854.1,pseudogene,1112
ENSRNOG00000057760,True,Stil,protein_coding,52777
ENSRNOG00000057761,True,Ttf2,protein_coding,31358
ENSRNOG00000057763,False,,,
ENSRNOG00000057769,True,Oas1h,protein_coding,9667
ENSRNOG00000057774,True,Txnl4a,protein_coding,15786
ENSRNOG00000057791,False,,,
ENSRNOG00000057794,True,Adamts5,protein_coding,46568
ENSRNOG00000057795,False,,,
ENSRNOG00000057798,False,,,
ENSRNOG00000057803,False,,,
ENSRNOG00000057806,True,Trpm7,protein_coding,88932
ENSRNOG00000057813,True,AABR07063281.1,protein_coding,38880
ENSRNOG00000057814,True,Nsdhl,protein_coding,32062
ENSRNOG00000057815,True,Ccdc191,protein_coding,70723
ENSRNOG00000057817,True,Epb41l1,protein_coding,68081
ENSRNOG00000057821,False,,,
ENSRNOG00000057822,False,,,
ENSRNOG00000057823,True,Ubc,protein_coding,4773
ENSRNOG00000057824,True,Rpl31-ps4,protein_coding,383
ENSRNOG00000057826,True,Diaph2,protein_coding,834618
ENSRNOG00000057827,True,Cirop,protein_coding,7110
ENSRNOG00000057832,True,Rnf125,protein_coding,22131
ENSRNOG00000057834,False,,,
ENSRNOG00000057840,False,,,
ENSRNOG00000057848,True,Cacng8,protein_coding,23755
ENSRNOG00000057851,False,,,
ENSRNOG00000057852,False,,,
ENSRNOG00000057855,True,F5,protein_coding,69062
ENSRNOG00000057856,False,,,
ENSRNOG00000057862,True,Rsph1,protein_coding,18727
ENSRNOG00000057867,True,Mns1,protein_coding,28048
ENSRNOG00000057880,True,Myh11,protein_coding,94774
ENSRNOG00000057881,True,Sppl2b,protein_coding,12690
ENSRNOG00000057886,False,,,
ENSRNOG00000057887,False,,,
ENSRNOG00000057901,True,Zfp707l1,protein_coding,53242
ENSRNOG00000057903,False,,,
ENSRNOG00000057923,True,Snora23,snoRNA,182
ENSRNOG00000057927,False,,,
ENSRNOG00000057934,True,Tmx1,protein_coding,10606
ENSRNOG00000057943,False,,,
ENSRNOG00000057945,True,Fancg,protein_coding,8344
ENSRNOG00000057955,False,,,
ENSRNOG00000057957,True,Crybg2,protein_coding,36741
ENSRNOG00000057967,False,,,
ENSRNOG00000057972,False,,,
ENSRNOG00000057978,True,AABR07028997.1,protein_coding,3890
ENSRNOG00000057979,False,,,
ENSRNOG00000057987,False,,,
ENSRNOG00000057988,True,Pfkm,protein_coding,37539
ENSRNOG00000057996,True,Phactr3,protein_coding,217898
ENSRNOG00000057999,False,,,
ENSRNOG00000058003,True,Spon1,protein_coding,299254
ENSRNOG00000058004,False,,,
ENSRNOG00000058006,True,Sncg,protein_coding,4854
ENSRNOG00000058007,True,Nde1,protein_coding,44081
ENSRNOG00000058011,True,AABR07018244.2,protein_coding,620
ENSRNOG00000058018,False,,,
ENSRNOG00000058030,True,Zfp748-ps1,protein_coding,34192
ENSRNOG00000058034,False,,,
ENSRNOG00000058039,True,Acta2,protein_coding,13006
ENSRNOG00000058047,False,,,
ENSRNOG00000058050,True,Bclaf1,protein_coding,77938
ENSRNOG00000058053,True,Ube2n,protein_coding,29739
ENSRNOG00000058054,False,,,
ENSRNOG00000058057,True,AABR07019403.1,protein_coding,163242
ENSRNOG00000058068,True,Obscn,protein_coding,130430
ENSRNOG00000058077,False,,,
ENSRNOG00000058083,False,,,
ENSRNOG00000058087,True,Lilrc2,protein_coding,4475
ENSRNOG00000058094,True,Lyst,protein_coding,202096
ENSRNOG00000058096,False,,,
ENSRNOG00000058103,False,,,
ENSRNOG00000058105,False,,,
ENSRNOG00000058108,False,,,
ENSRNOG00000058111,True,Itga2,protein_coding,97533
ENSRNOG00000058115,False,,,
ENSRNOG00000058123,False,,,
ENSRNOG00000058130,True,Pym1,protein_coding,20929
ENSRNOG00000058153,False,,,
ENSRNOG00000058156,True,Zdhhc18,protein_coding,28547
ENSRNOG00000058157,True,Ldlrad3,protein_coding,241645
ENSRNOG00000058158,False,,,
ENSRNOG00000058163,True,AC107446.3,pseudogene,2410
ENSRNOG00000058166,False,,,
ENSRNOG00000058179,True,Metazoa_SRP,misc_RNA,286
ENSRNOG00000058186,True,Errfi1,protein_coding,13284
ENSRNOG00000058187,False,,,
ENSRNOG00000058192,False,,,
ENSRNOG00000058193,True,Slc27a6,protein_coding,58340
ENSRNOG00000058202,True,Ppp2r2c,protein_coding,85317
ENSRNOG00000058209,False,,,
ENSRNOG00000058217,False,,,
ENSRNOG00000058223,False,,,
